Row,Name,Synonym,Mol. form.,CAS Reg. No.,Beilstein Reg. No.,Mol. wt.,Physical form,mp/º﻿C,bp/º﻿C,Other bp/º﻿C,den/g cm<sup>-3</sup>,<i>n</i><sub>D</sub>,<i>s</i>/g  kg<sup>-1</sup>,vp/kPa (25 °﻿C),Solubility
623,"1,2-Benzenedimethanol",,"C<sub>8</sub>H<sub>10</sub>O<sub>2</sub>","612-14-6",508775,"138.164","pl (eth, peth)","66(3)",,"145<sup>3</sup>",,,,,"s H<sub>2</sub>O, EtOH; vs eth; sl bz",
624,"1,3-Benzenedimethanol",,"C<sub>8</sub>H<sub>10</sub>O<sub>2</sub>","626-18-6",1562398,"138.164","nd (bz)",57,,"156<sup>13</sup>","1.1610<sup>18</sup>",,,,"vs H<sub>2</sub>O, eth, EtOH",
625,"1,4-Benzenedimethanol",,"C<sub>8</sub>H<sub>10</sub>O<sub>2</sub>","589-29-7",2042077,"138.164","nd (w)","117.5",,"140<sup>1</sup>",,,,,"vs H<sub>2</sub>O, ace, eth, EtOH",
626,"1,2-Benzenediol, diacetate",,"C<sub>10</sub>H<sub>10</sub>O<sub>4</sub>","635-67-6",1912242,"194.184","nd (al)","64.5",,"142<sup>9</sup>",,,,,"i H<sub>2</sub>O; vs EtOH, eth, chl; s peth",
627,"1,4-Benzenediol, diacetate",,"C<sub>10</sub>H<sub>10</sub>O<sub>4</sub>","1205-91-0",1912233,"194.184","pl (w, al)","123.5",,,"0.8731<sup>25</sup>",,,,"s H<sub>2</sub>O; vs EtOH, eth, chl, lig",
628,"1,3-Benzenediol, monobenzoate",,"C<sub>13</sub>H<sub>10</sub>O<sub>3</sub>","136-36-7",1873897,"214.216",,"134.5",,,,,,,,
629,"1,3-Benzenedisulfonic acid",,"C<sub>6</sub>H<sub>6</sub>O<sub>6</sub>S<sub>2</sub>","98-48-6",,"238.238","hyg cry",,,,,,,,,
630,"1,3-Benzenedisulfonyl dichloride",,"C<sub>6</sub>H<sub>4</sub>Cl<sub>2</sub>O<sub>4</sub>S<sub>2</sub>","585-47-7",1118508,"275.130",,"61.8",,"195<sup>10.5</sup>",,,,,,
631,"1,2-Benzenedithiol",,"C<sub>6</sub>H<sub>6</sub>S<sub>2</sub>","17534-15-5",636154,"142.242",,"28.5","238.5",,,,,,"vs EtOH, eth, bz; s AcOEt",
632,"1,3-Benzenedithiol",,"C<sub>6</sub>H<sub>6</sub>S<sub>2</sub>","626-04-0",1634412,"142.242","lf",27,245,,,,,,"vs bz, eth, EtOH",
633,"Benzeneethanamine","2-Phenylethylamine","C<sub>8</sub>H<sub>11</sub>N","64-04-0",507488,"121.180","liq","<0","204(4)",,"0.9640<sup>25</sup>","1.5290<sup>25</sup>",,,"s H<sub>2</sub>O, ctc; vs EtOH, eth",
634,"Benzeneethanamine, hydrochloride",,"C<sub>8</sub>H<sub>12</sub>ClN","156-28-5",3624163,"157.641","pl or lf (al)","218.5",,,,,,,"vs H<sub>2</sub>O, EtOH",
635,"Benzeneethanol","Phenethyl alcohol","C<sub>8</sub>H<sub>10</sub>O","60-12-8",1905732,"122.164","liq","-19(2)","220(3)",,"1.0202<sup>20</sup>","1.5325<sup>20</sup>","17.5<sup>25</sup>","0.01","sl H<sub>2</sub>O; msc EtOH, eth",
636,"Benzenehexacarboxylic acid","Mellitic acid","C<sub>12</sub>H<sub>6</sub>O<sub>12</sub>","517-60-2",2228443,"342.169","nd (al)","287 dec",,,,,"972<sup>25</sup>",,"vs H<sub>2</sub>O; s EtOH, sulf",
637,"Benzenemethanamine, hydrochloride",,"C<sub>7</sub>H<sub>10</sub>ClN","3287-99-8",3594394,"143.614",,"258.3",,,,,,,"vs H<sub>2</sub>O, EtOH",
638,"Benzenemethanesulfonyl chloride",,"C<sub>7</sub>H<sub>7</sub>ClO<sub>2</sub>S","1939-99-7",972806,"190.648","pr (eth), nd (bz)",93,,,,,,,"vs eth, bz",
639,"Benzenemethanesulfonyl fluoride",,"C<sub>7</sub>H<sub>7</sub>FO<sub>2</sub>S","329-98-6",2088311,"174.193",,"92.0",,,,,,,,
640,"Benzenemethanethiol","Thiobenzyl alcohol","C<sub>7</sub>H<sub>8</sub>S","100-53-8",605864,"124.204","liq","-30","199(1)",,"1.058<sup>20</sup>","1.5151<sup>20</sup>",,,"i H<sub>2</sub>O; vs EtOH, eth; sl ctc; s CS<sub>2</sub>",
641,"Benzenepentanoic acid","5-Phenylvaleric acid","C<sub>11</sub>H<sub>14</sub>O<sub>2</sub>","2270-20-4",2049062,"178.228","pl (w), pr (peth)","59(1)","310(1)","190<sup>30</sup>",,,,,"sl H<sub>2</sub>O; vs EtOH; s os",
642,"Benzenepentanol",,"C<sub>11</sub>H<sub>16</sub>O","10521-91-2",1935233,"164.244",,,,"155<sup>20</sup>, 150<sup>18</sup>","0.9725<sup>20</sup>","1.5156<sup>20</sup>",,,"vs eth, EtOH",
643,"Benzenepropanal","Hydrocinnamic aldehyde","C<sub>9</sub>H<sub>10</sub>O","104-53-0",1071910,"134.174","mcl",47,224,"117<sup>28</sup>","1.0190<sup>20</sup>",,,,"i H<sub>2</sub>O; vs EtOH; msc eth",
644,"Benzenepropanenitrile","Hydrocinnamonitrile","C<sub>9</sub>H<sub>9</sub>N","645-59-0",636348,"131.174","liq","-1",261,"141<sup>25</sup>","1.0016<sup>20</sup>","1.5266<sup>28</sup>",,,"s EtOH, eth; sl chl",
645,"Benzenepropanethiol",,"C<sub>9</sub>H<sub>12</sub>S","24734-68-7",2241027,"152.256",,,,"121<sup>23</sup>, 109<sup>10</sup>","1.01<sup>25</sup>","1.5494<sup>20</sup>",,,,
646,"Benzenepropanoic acid","Hydrocinnamic acid","C<sub>9</sub>H<sub>10</sub>O<sub>2</sub>","501-52-0",907515,"150.174","nd (w)","48.4(3)","284(2)",,"1.0712<sup>49</sup>",,,,"s H<sub>2</sub>O, EtOH, eth, ctc, CS<sub>2</sub>; vs bz",
647,"Benzenepropanol","Hydrocinnamyl alcohol","C<sub>9</sub>H<sub>12</sub>O","122-97-4",1857542,"136.190",,"<-18","241(4)",,"0.995<sup>25</sup>","1.5357<sup>25</sup>",,,"s H<sub>2</sub>O, ctc; msc EtOH, eth",
648,"Benzenepropanol carbamate","Phenprobamate","C<sub>10</sub>H<sub>13</sub>NO<sub>2</sub>","673-31-4",1959273,"179.216",,"103.4(5)",,,,,,,"i H<sub>2</sub>O; s EtOH, chl",
649,"Benzenepropanoyl chloride",,"C<sub>9</sub>H<sub>9</sub>ClO","645-45-4",742586,"168.619",,,"225 dec","105<sup>10</sup>","1.135<sup>21</sup>",,,,"s eth, CS<sub>2</sub>",
650,"Benzeneseleninic acid","Phenylseleninic acid","C<sub>6</sub>H<sub>6</sub>O<sub>2</sub>Se","6996-92-5",1929765,"189.07",,"124.5",,,"1.93<sup>20</sup>",,,,"sl H<sub>2</sub>O; i bz; vs alk",
651,"Benzeneselenol",,"C<sub>6</sub>H<sub>6</sub>Se","645-96-5",385715,"157.07",,,"183.6","84<sup>25</sup>","1.4865<sup>15</sup>",,,,"i H<sub>2</sub>O; s EtOH; vs eth, ctc",
652,"Benzenesulfinic acid",,"C<sub>6</sub>H<sub>6</sub>O<sub>2</sub>S","618-41-7",636331,"142.176","pr (w)",84,"dec",,,,,,"sl H<sub>2</sub>O; s EtOH, eth, bz; i peth",
653,"Benzenesulfinyl chloride",,"C<sub>6</sub>H<sub>5</sub>ClOS","4972-29-6",1099396,"160.621","pl (peth)",38,,"71<sup>1.5</sup>","1.3469<sup>25</sup>","1.3470<sup>25</sup>",,,"s eth, chl",
654,"Benzenesulfonamide",,"C<sub>6</sub>H<sub>7</sub>NO<sub>2</sub>S","98-10-2",1100566,"157.191","lf, nd (w)","156(1)",,,,,,,"sl H<sub>2</sub>O, tfa; s EtOH, eth",
655,"Benzenesulfonic acid","Besylic acid","C<sub>6</sub>H<sub>6</sub>O<sub>3</sub>S","98-11-3",742513,"158.175","nd (bz)",65,,,,,,,"vs H<sub>2</sub>O, EtOH; i eth; sl bz; s HOAc",
656,"Benzenesulfonyl chloride","Phenylsulfonyl chloride","C<sub>6</sub>H<sub>5</sub>ClO<sub>2</sub>S","98-09-9",606926,"176.621","liq","14.5","252(7)",,"1.3470<sup>15</sup>",,,"0.008","i H<sub>2</sub>O; vs EtOH; s eth, ctc",
657,"Benzenesulfonyl fluoride","Phenylsulfonyl fluoride","C<sub>6</sub>H<sub>5</sub>FO<sub>2</sub>S","368-43-4",2206835,"160.166",,,"203.5",,"1.3286<sup>20</sup>","1.4932<sup>18</sup>",,,"s EtOH, eth",
658,"1,2,4,5-Benzenetetracarboxylic acid","Pyromellitic acid","C<sub>10</sub>H<sub>6</sub>O<sub>8</sub>","89-05-4",1887659,"254.150","tcl pr (w+2)","271(2)",,,,,"10.7<sup>25</sup>",,"sl H<sub>2</sub>O; s EtOH",
659,"Benzenethiol","Phenyl mercaptan","C<sub>6</sub>H<sub>6</sub>S","108-98-5",506523,"110.177","liq","-14.87(5)","169.1(2)",,"1.0775<sup>20</sup>","1.5893<sup>20</sup>",,"0.26","i H<sub>2</sub>O; s EtOH, eth, bz; sl ctc",
660,"1,3,5-Benzenetricarbonyl trichloride",,"C<sub>9</sub>H<sub>3</sub>Cl<sub>3</sub>O<sub>3</sub>","4422-95-1",2940936,"265.477",,"36.3",,"180<sup>16</sup>",,,,,"s chl",
661,"1,2,3-Benzenetricarboxylic acid","Hemimellitic acid","C<sub>9</sub>H<sub>6</sub>O<sub>6</sub>","569-51-7",2214816,"210.140","pr (al)","209(2)",,,"1.546<sup>20</sup>",,"50.2<sup>25</sup>",,"vs eth, EtOH",
662,"1,2,4-Benzenetricarboxylic acid","Trimellitic acid","C<sub>9</sub>H<sub>6</sub>O<sub>6</sub>","528-44-9",2214815,"210.140","nd (w) cry (al) cry (HOAc)",219,,,,,"19.6<sup>25</sup>",,"vs H<sub>2</sub>O, eth, EtOH",
663,"1,3,5-Benzenetricarboxylic acid",,"C<sub>9</sub>H<sub>6</sub>O<sub>6</sub>","554-95-0",2053080,"210.140","pr or nd (w+1)",380,,,,,"2.07<sup>25</sup>",,"sl H<sub>2</sub>O; vs EtOH, eth",
664,"1,2,4-Benzenetricarboxylic acid 1,2-anhydride, 4-chloride","4-(Chloroformyl)phthalic anhydride","C<sub>9</sub>H<sub>3</sub>ClO<sub>4</sub>","1204-28-0",610823,"210.571",,66,,,,,,,,
665,"1,2,4-Benzenetricarboxylic acid, triallyl ester",,"C<sub>18</sub>H<sub>18</sub>O<sub>6</sub>","2694-54-4",,"330.332",,"<-30",,,"1.164<sup>20</sup>",,,,,
666,"1,2,3-Benzenetriol","Pyrogallol","C<sub>6</sub>H<sub>6</sub>O<sub>3</sub>","87-66-1",907431,"126.110","lf or nd (bz)","125.5(5)","307(4)",,"1.453<sup>4</sup>","1.561<sup>134</sup>","626<sup>25</sup>",,"vs H<sub>2</sub>O, EtOH, eth, NH<sub>3</sub>; s ace; i bz",
667,"1,2,4-Benzenetriol","Hydroxyhydroquinone","C<sub>6</sub>H<sub>6</sub>O<sub>3</sub>","533-73-3",2042863,"126.110","pl (eth), lf or pl (w)","140.5",,,,,,,"vs H<sub>2</sub>O, EtOH, eth; i bz, chl",
668,"1,3,5-Benzenetriol","Phloroglucinol","C<sub>6</sub>H<sub>6</sub>O<sub>3</sub>","108-73-6",1341907,"126.110","lf or pl (w +2)","216(1)","subl",,"1.46<sup>25</sup>",,"11.3<sup>20</sup>",,"sl H<sub>2</sub>O; vs EtOH, eth, bz, py; s ace",
669,"1,2,4-Benzenetriol triacetate",,"C<sub>12</sub>H<sub>12</sub>O<sub>6</sub>","613-03-6",2138876,"252.219",,99,300,,,,,,"s EtOH, chl, MeOH",
670,"Benzestrol",,"C<sub>20</sub>H<sub>26</sub>O<sub>2</sub>","85-95-0",2139461,"298.419","cry (al)",164,,,,,,,"vs ace, eth, EtOH, HOAc",
671,"Benzethonium chloride",,"C<sub>27</sub>H<sub>42</sub>ClNO<sub>2</sub>","121-54-0",,"448.081","pl (chl/eth)","165 (hyd)",,,,,,,"vs H<sub>2</sub>O; s ace, chl, EtOH",
672,"Benzidene-3,3'-dicarboxylic acid","3,3'-Dicarboxybenzidine","C<sub>14</sub>H<sub>12</sub>N<sub>2</sub>O<sub>4</sub>","2130-56-5",,"272.256","nd","300 dec",,,,,,,,
673,"<i>p</i>-Benzidine","[1,1'-Biphenyl]-4,4'-diamine","C<sub>12</sub>H<sub>12</sub>N<sub>2</sub>","92-87-5",742770,"184.236","nd (w)","127.0(5)",401,,,,"0.360<sup>24</sup>",,"sl H<sub>2</sub>O, eth, DMSO; s EtOH",
674,"Benzil","Diphenylethanedione","C<sub>14</sub>H<sub>10</sub>O<sub>2</sub>","134-81-6",608047,"210.228","ye pr (al)","94.84(3)","332(13)",,"1.084<sup>102</sup>",,,,"i H<sub>2</sub>O; vs EtOH, eth; s ace; sl ctc",
675,"1<i>H</i>-Benzimidazol-2-amine",,"C<sub>7</sub>H<sub>7</sub>N<sub>3</sub>","934-32-7",116525,"133.151","pl (w)","231.9(3)",,,,,,,"s H<sub>2</sub>O, EtOH, ace; sl eth, bz, DMSO",
676,"1<i>H</i>-Benzimidazole","<i>N</i>,<i>N'</i>-Methenyl-<i>o</i>-phenylenediamine","C<sub>7</sub>H<sub>6</sub>N<sub>2</sub>","51-17-2",109682,"118.136","orth bipym pl (w)","172.2(9)",">360",,,,"2.01<sup>20</sup>",,"sl H<sub>2</sub>O, eth; vs EtOH; i bz; s dil alk",
677,"1<i>H</i>-Benzimidazole-2-acetonitrile",,"C<sub>9</sub>H<sub>7</sub>N<sub>3</sub>","4414-88-4",128461,"157.172",,"208.4",,,,,,,,
678,"1<i>H</i>-Benz[<i>de</i>]isoquinoline-1,3(2<i>H</i>)-dione",,"C<sub>12</sub>H<sub>7</sub>NO<sub>2</sub>","81-83-4",153150,"197.190","nd (chl-al)",300,,,,,,,,
679,"Benzo[<i>c</i>]chrysene",,"C<sub>22</sub>H<sub>14</sub>","194-69-4",,"278.346","nd (AcOH)","125.4(5)",,,,,,,,
680,"Benzo[<i>g</i>]chrysene","Benzo[<i>a</i>]triphenylene","C<sub>22</sub>H<sub>14</sub>","196-78-1",,"278.346","nd (AcOH)","114.5",,,,,,,,
681,"1<i>H</i>,3<i>H</i>-Benzo[1,2-<i>c</i>:4,5-<i>c</i>']difuran-1,3,5,7-tetrone",,"C<sub>10</sub>H<sub>2</sub>O<sub>6</sub>","89-32-7",213583,"218.119",,"286(2)",,,,,,,,
682,"1,3,2-Benzodioxaborole",,"C<sub>6</sub>H<sub>5</sub>BO<sub>2</sub>","274-07-7",972072,"119.914",,12,,"88<sup>156</sup>, 50<sup>50</sup>","1.2700<sup>20</sup>","1.5070<sup>20</sup>",,,,
683,"1,3-Benzodioxol-5-amine",,"C<sub>7</sub>H<sub>7</sub>NO<sub>2</sub>","14268-66-7",4919,"137.137",,42,,"144<sup>16</sup>",,,,,,
684,"1,3-Benzodioxole",,"C<sub>7</sub>H<sub>6</sub>O<sub>2</sub>","274-09-9",115506,"122.122",,,"169(1)","77<sup>27</sup>","1.271<sup>25</sup>","1.5398<sup>20</sup>",,,,
685,"1,3-Benzodioxole-5-carboxaldehyde","Piperonal","C<sub>8</sub>H<sub>6</sub>O<sub>3</sub>","120-57-0",131691,"150.132",,"37(1)",263,,,,"3.5<sup>20</sup>",,"sl H<sub>2</sub>O; vs EtOH; msc eth; s ace, chl",
686,"1,3-Benzodioxole-5-carboxylic acid","Piperonylic acid","C<sub>8</sub>H<sub>6</sub>O<sub>4</sub>","94-53-1",150206,"166.132",,229,,,,,,,,
687,"1,3-Benzodioxole-5-ethanamine",,"C<sub>9</sub>H<sub>11</sub>NO<sub>2</sub>","1484-85-1",383838,"165.189",,,,"166<sup>20</sup>, 101<sup>1</sup>","1.225<sup>20</sup>","1.5620<sup>20</sup>",,,,
688,"1,3-Benzodioxole-5-methanamine",,"C<sub>8</sub>H<sub>9</sub>NO<sub>2</sub>","2620-50-0",136996,"151.163",,,,"139<sup>13</sup>, 100<sup>0.07</sup>","1.214<sup>25</sup>","1.5635<sup>20</sup>",,,,
689,"1,3-Benzodioxole-5-methanol",,"C<sub>8</sub>H<sub>8</sub>O<sub>3</sub>","495-76-1",136113,"152.148","nd (peth)",58,,"157<sup>16</sup>",,,,,"sl H<sub>2</sub>O; s EtOH, eth, bz, chl; i lig",
690,"1,3-Benzodioxol-5-ol",,"C<sub>7</sub>H<sub>6</sub>O<sub>3</sub>","533-31-3",127405,"138.121",,"64.9",,,,,,,,
691,"<i>trans</i>,<i>trans</i>-5-(1,3-Benzodioxol-5-yl)-2,4-pentadienoic acid","Piperinic acid","C<sub>12</sub>H<sub>10</sub>O<sub>4</sub>","136-72-1",85624,"218.205","nd (al), ye nd (sub)","215.8","subl",,,,,,"vs EtOH",
692,"7,8-Benzoflavone","2-Phenyl-4<i>H</i>-naphtho[1,2-<i>b</i>]pyran-4-one","C<sub>19</sub>H<sub>12</sub>O<sub>2</sub>","604-59-1",210862,"272.297","ye pl (al)",157,,,,,,,"sl EtOH, chl; s sulf",
693,"Benzo[<i>b</i>]fluoranthene","Benz[<i>e</i>]acephenanthrylene","C<sub>20</sub>H<sub>12</sub>","205-99-2",1872553,"252.309","nd (bz)","168.4(7)",,,,,"0.000002<sup>20</sup>",,"i H<sub>2</sub>O; msc bz",
694,"Benzo[<i>j</i>]fluoranthene","Dibenzo[<i>a,jk</i>]fluorene","C<sub>20</sub>H<sub>12</sub>","205-82-3",2049099,"252.309","ye pl (al) nd (HOAc)","165.2(7)",,,,,,,"i H<sub>2</sub>O; sl EtOH, HOAc",
695,"Benzo[<i>k</i>]fluoranthene","2,3,1',8'-Binaphthylene","C<sub>20</sub>H<sub>12</sub>","207-08-9",1873745,"252.309","pa ye nd (bz)","217(1)",480,,,,,,"i H<sub>2</sub>O; s EtOH, bz, HOAc",
696,"11<i>H</i>-Benzo[<i>a</i>]fluorene",,"C<sub>17</sub>H<sub>12</sub>","238-84-6",2046363,"216.277","pl (ace or HOAc)","189.6(5)",405,,,,"0.000045<sup>25</sup>",,"i H<sub>2</sub>O; sl EtOH; s eth, bz, chl",
697,"11<i>H</i>-Benzo[<i>b</i>]fluorene",,"C<sub>17</sub>H<sub>12</sub>","243-17-4",2046365,"216.277",,"215(5)",401,,,,"0.000002<sup>25</sup>",,"i H<sub>2</sub>O",
698,"Benzofuran","Coumarone","C<sub>8</sub>H<sub>6</sub>O","271-89-6",107704,"118.133",,"<-18","172(6)",,"1.0913<sup>25</sup>","1.5615<sup>17</sup>",,,"i H<sub>2</sub>O; s EtOH, eth",
699,"2-Benzofurancarboxylic acid","Coumarilic acid","C<sub>9</sub>H<sub>6</sub>O<sub>3</sub>","496-41-3",124204,"162.142","nd (w)","192.5","312.5",,,,,,"vs EtOH",
700,"2(3<i>H</i>)-Benzofuranone",,"C<sub>8</sub>H<sub>6</sub>O<sub>2</sub>","553-86-6",114689,"134.133",,50,249,,"1.2236<sup>14</sup>",,,,,
701,"3(2<i>H</i>)-Benzofuranone",,"C<sub>8</sub>H<sub>6</sub>O<sub>2</sub>","7169-34-8",115296,"134.133","red nd (al)","102.5",,"152<sup>15</sup>",,,,,"vs bz",
702,"1-(2-Benzofuranyl)ethanone",,"C<sub>10</sub>H<sub>8</sub>O<sub>2</sub>","1646-26-0",117910,"160.170",,76,,"126<sup>11</sup>",,,,,"s H<sub>2</sub>O",
703,"Benzofurazan, 1-oxide",,"C<sub>6</sub>H<sub>4</sub>N<sub>2</sub>O<sub>2</sub>","480-96-6",125112,"136.108",,"72(1)",,,"1.280<sup>80</sup>",,,,,
704,"Benzohydrazide","Benzoic acid, hydrazide","C<sub>7</sub>H<sub>8</sub>N<sub>2</sub>O","613-94-5",471797,"136.151","pl (w)",115,"267 dec",,,,,,"s H<sub>2</sub>O, EtOH; sl eth, ace, chl",
705,"Benzoic acid","Benzenecarboxylic acid","C<sub>7</sub>H<sub>6</sub>O<sub>2</sub>","65-85-0",636131,"122.122","mcl lf or nd","122.352(5)","250.2(6)",,"1.2659<sup>15</sup>","1.504<sup>132</sup>","3.44<sup>25</sup>",,"sl H<sub>2</sub>O; vs EtOH, eth; s ace, bz, chl",
706,"Benzoic anhydride",,"C<sub>14</sub>H<sub>10</sub>O<sub>3</sub>","93-97-0",516726,"226.227","pr (eth)","42.6(8)",360,,"1.989<sup>15</sup>","1.5767<sup>15</sup>",,,"i H<sub>2</sub>O, lig; s EtOH, eth; sl chl",
707,"Benzoin","2-Hydroxy-1,2-diphenylethanone, (±)-","C<sub>14</sub>H<sub>12</sub>O<sub>2</sub>","579-44-2",391839,"212.244",,"137(2)","343(13)","194<sup>12</sup>","1.310<sup>20</sup>",,"0.3<sup>25</sup>",,"vs EtOH, chl",
708,"Benzonitrile","Phenyl cyanide","C<sub>7</sub>H<sub>5</sub>N","100-47-0",506893,"103.122","liq","-12.82(2)","191(1)",,"1.0093<sup>15</sup>","1.5289<sup>20</sup>","2<sup>25</sup>","0.11","sl H<sub>2</sub>O; msc EtOH; vs ace, bz; s ctc",
709,"Benzo[<i>ghi</i>]perylene","1,12-Benzperylene","C<sub>22</sub>H<sub>12</sub>","191-24-2",1913029,"276.330","ye-grn lf (bz)","280(1)",,,,,"0.00000026<sup>25</sup>",,"i H<sub>2</sub>O",
710,"Benzo[<i>c</i>]phenanthrene","Tetrahelicene","C<sub>18</sub>H<sub>12</sub>","195-19-7",1909296,"228.288",,"67(2)",,,,,,,"i H<sub>2</sub>O; sl EtOH, lig",
711,"Benzophenone","Diphenyl ketone","C<sub>13</sub>H<sub>10</sub>O","119-61-9",1238185,"182.217","(α) orth pr (al); (β) mcl pr","48.0(2)","305.9(2)",,"1.111<sup>18</sup>","1.6077<sup>19</sup>","0.075<sup>20</sup>",,"i H<sub>2</sub>O; vs EtOH, eth, chl, ace; s bz",
712,"Benzophenone hydrazone",,"C<sub>13</sub>H<sub>12</sub>N<sub>2</sub>","5350-57-2",1910177,"196.247",,"97.3",,"227<sup>55</sup>",,,,,,
713,"Benzophenone, oxime","Diphenyl ketoxime","C<sub>13</sub>H<sub>11</sub>NO","574-66-3",1869643,"197.232","nd (al)",144,,,,,,,"i H<sub>2</sub>O; vs EtOH, eth, chl, ace; s bz",
714,"3,3',4,4'-Benzophenonetetracarboxylic acid dianhydride","4,4'-Carbonyldiphthalic anhydride","C<sub>17</sub>H<sub>6</sub>O<sub>7</sub>","2421-28-5",761777,"322.226",,216,,,,,,,,
715,"Benzo-2-phenylhydrazide",,"C<sub>13</sub>H<sub>12</sub>N<sub>2</sub>O","532-96-7",745210,"212.246","pr (al), nd (w)",168,314,,,,,,"sl H<sub>2</sub>O, eth; s EtOH, bz, chl",
716,"Benzopurpurine 4B","C.I. Direct Red 2, disodium salt","C<sub>34</sub>H<sub>26</sub>N<sub>6</sub>Na<sub>2</sub>O<sub>6</sub>S<sub>2</sub>","992-59-6",,"724.716","br pow",,,,,,,,"s H<sub>2</sub>O, EtOH, ac, H<sub>2</sub>SO<sub>4</sub>",
717,"2<i>H</i>-1-Benzopyran","1,2-Chromene","C<sub>9</sub>H<sub>8</sub>O","254-04-6",109871,"132.159",,,,"132<sup>102</sup>, 91<sup>13</sup>","1.0993<sup>16</sup>","1.5869<sup>24</sup>",,,"i H<sub>2</sub>O",
718,"[2]Benzopyrano[6,5,4-<i>def</i>][2]benzopyran-1,3,6,8-tetrone","1,4,5,8-Naphthalenetetracarboxylic acid anhydride","C<sub>14</sub>H<sub>4</sub>O<sub>6</sub>","81-30-1",272788,"268.178","nd (al)",450,"320 subl",,,,,,"i H<sub>2</sub>O; s Na<sub>2</sub>CO<sub>3</sub>, HOAc",
719,"1<i>H</i>-2-Benzopyran-1-one","Isocoumarin","C<sub>9</sub>H<sub>6</sub>O<sub>2</sub>","491-31-6",114343,"146.143","pl (bz)",47,286,,,,,,"i H<sub>2</sub>O; vs EtOH, eth, bz, CS<sub>2</sub>",
720,"2<i>H</i>-1-Benzopyran-2-one","Coumarin","C<sub>9</sub>H<sub>6</sub>O<sub>2</sub>","91-64-5",383644,"146.143","orth pym (eth)","68(3)","301.7",,"0.935<sup>20</sup>",,"1.90<sup>20</sup>",,"s H<sub>2</sub>O, EtOH, alk; vs eth, chl, py",
721,"4<i>H</i>-1-Benzopyran-4-one",,"C<sub>9</sub>H<sub>6</sub>O<sub>2</sub>","491-38-3",114087,"146.143","nd (peth w)","57.11(4)","subl",,"1.2900<sup>20</sup>",,,,"sl H<sub>2</sub>O; s EtOH, eth, bz, chl",
722,"Benzo[<i>a</i>]pyrene","2,3-Benzopyrene","C<sub>20</sub>H<sub>12</sub>","50-32-8",1911333,"252.309",,"179(2)",,,,,"0.0000043<sup>25</sup>",,"i H<sub>2</sub>O; vs chl",
723,"Benzo[<i>e</i>]pyrene","1,2-Benzpyrene","C<sub>20</sub>H<sub>12</sub>","192-97-2",1911334,"252.309","pa ye nd (bz-MeOH)","180(3)",311,,,,"0.0000048<sup>25</sup>",,"i H<sub>2</sub>O",
724,"Benzo[<i>f</i>]quinoline","β-Naphthoquinoline","C<sub>13</sub>H<sub>9</sub>N","85-02-9",120261,"179.217","lf (peth or w)","92(2)",352,"203<sup>8</sup>",,,"0.079<sup>25</sup>",,"sl H<sub>2</sub>O; vs EtOH, bz, eth; s ace",
725,"Benzo[<i>h</i>]quinoline",,"C<sub>13</sub>H<sub>9</sub>N","230-27-3",120249,"179.217","lf (eth), pl (peth)","50.94(5)","341.3(3)","233<sup>47</sup>","1.2340<sup>20</sup>",,,,"sl H<sub>2</sub>O; s EtOH, eth, ace, bz, ctc",
726,"<i>p</i>-Benzoquinone","2,5-Cyclohexadiene-1,4-dione","C<sub>6</sub>H<sub>4</sub>O<sub>2</sub>","106-51-4",773967,"108.095","ye mcl pr (w)","113(2)","subl",,"1.318<sup>20</sup>",,"13.8<sup>25</sup>","0.020","sl H<sub>2</sub>O, peth; s EtOH, eth, chl",
727,"2,1,3-Benzothiadiazole",,"C<sub>6</sub>H<sub>4</sub>N<sub>2</sub>S","273-13-2",112408,"136.174",,"43.7(4)",206,,,,,,,
728,"2-Benzothiazolamine","2-Aminobenzothiazole","C<sub>7</sub>H<sub>6</sub>N<sub>2</sub>S","136-95-8",116315,"150.201","pl (w), lf (w)",132,,,,,,,"sl H<sub>2</sub>O; s EtOH, eth, chl, con HCl",
729,"6-Benzothiazolamine","6-Aminobenzothiazole","C<sub>7</sub>H<sub>6</sub>N<sub>2</sub>S","533-30-2",116381,"150.201","pr (w)",87,,,,,,,"i H<sub>2</sub>O, eth; s EtOH",
730,"Benzothiazole","Benzosulfonazole","C<sub>7</sub>H<sub>5</sub>NS","95-16-9",109468,"135.187",,"2.5(1)","234.6(6)",,"1.2460<sup>20</sup>","1.6379<sup>20</sup>",,,"sl H<sub>2</sub>O; vs EtOH, eth, CS<sub>2</sub>; s ace",
731,"2(3<i>H</i>)-Benzothiazolethione","2-Mercaptobenzothiazole","C<sub>7</sub>H<sub>5</sub>NS<sub>2</sub>","149-30-4",119484,"167.252","pa ye mcl nd(al, MeOH)","182(1)",,,"1.42<sup>20</sup>",,,,"i H<sub>2</sub>O; s EtOH; sl eth, bz, DMSO",
732,"2(3<i>H</i>)-Benzothiazolethione, sodium salt",,"C<sub>7</sub>H<sub>4</sub>NNaS<sub>2</sub>","2492-26-4",4164690,"189.234",,,,,,,,,"sl H<sub>2</sub>O",
733,"2(3<i>H</i>)-Benzothiazolone",,"C<sub>7</sub>H<sub>5</sub>NOS","934-34-9",119482,"151.186","pr (dil al), nd",139,360,,,,,,"i H<sub>2</sub>O; vs EtOH, eth",
